滑坡隐患点 48197
103.8217 36.1836 6201220030S
103.8217 36.1836 6201220031S
103.8217 36.1839 6201220032S
103.8228 36.1844 6201220033S
103.8206 36.1847 6201220034S
103.8208 36.1853 6201220035S
103.8203 36.1853 6201220036S
103.8203 36.1856 6201220037S
103.8203 36.1861 6201220038S
103.8206 36.1872 6201220039S
103.8203 36.1869 6201220040S
103.8197 36.1872 6201220041S
103.8294 36.1897 6201220042S
103.8214 36.1897 6201220043S
103.8214 36.1897 6201220044S
103.8217 36.19 6201220045S
103.8206 36.1892 6201220046S
103.8189 36.1911 6201220047S
103.8189 36.1922 6201220048S
103.8186 36.1928 6201220049S
103.8183 36.1931 6201220050S
103.8192 36.1611 6201220051S
103.8206 36.1642 6201220052S
103.8208 36.165 6201220053S
103.3211 36.1658 6201220054S
103.8183 36.1939 6201220055S
103.8183 36.1947 6201220056S
103.8181 36.1958 6201220057S
103.8189 36.1936 6201220058S
113.9761 27.7231 3603220363S
113.7583 27.7169 3603220366S
113.7633 27.7167 3603220368S
113.7545 27.7144 3603220369S
113.8178 27.7108 3603220380S
114.0672 27.7417 3603230001S
114.0856 27.7239 3603230005S
114.0242 27.7078 3603230008S
114.0456 27.6933 3603230010S
113.9936 27.6922 3603230011S
114.012 27.6814 3603230015S
114.0147 27.6778 3603230016S
114.0064 27.6758 3603230017S
114.0325 27.6417 3603230026S
114.0656 27.6367 3603230029S
114.1708 27.6056 3603230047S
114.1708 27.6042 3603230048S
114.225 27.6053 3603230049S
114.1995 27.5906 3603230054S
113.9097 27.5825 3603230055S
114.1547 27.5861 3603230056S
114.2181 27.5856 3603230057S
113.9556 27.5642 3603230064S
114.1644 27.5669 3603230065S
114.162 27.5669 3603230066S
114.1183 27.5642 3603230067S
113.9372 27.5603 3603230068S
114.1628 27.5644 3603230069S
113.9569 27.5594 3603230070S
114.0917 27.5617 3603230071S
114.1042 27.5603 3603230072S
114.1028 27.56 3603230073S
114.1678 27.56 3603230074S
114.1672 27.56 3603230075S
114.0272 27.5564 3603230076S
114.0342 27.5536 3603230077S
114.0925 27.5461 3603230084S
114.1411 27.5397 3603230090S
114.0742 27.5381 3603230092S
114.0869 27.5353 3603230099S
113.8833 27.5308 3603230100S
114.1595 27.5367 3603230101S
113.8581 27.5294 3603230102S
113.8936 27.5094 3603230119S
114.0778 27.5114 3603230122S
114.0961 27.5106 3603230123S
114.0978 27.5092 3603230124S
104.8111 33.5869 6212020030S
105.1214 33.0169 6212020033S
105.1595 33.3525 6212020035S
105.012 33.1622 6212020036S
105.1911 33.0144 6212020037S
104.9592 33.3458 6212020041S
105.1794 33.0406 6212020043S
105.5864 32.9481 6212020044S
104.7011 33.535 6212020045S
105.6794 33.7036 6212210003S
105.6947 33.5656 6212210004S
105.6783 33.8519 6212210005S
105.7058 33.7947 6212210006S
105.5806 33.6222 6212210007S
105.7722 33.7672 6212210008S
105.5003 33.6119 6212210009S
105.5722 33.7339 6212210010S
105.5481 33.6664 6212210011S
105.5992 33.6939 6212210012S
105.7028 33.9614 6212210013S
105.7094 33.9706 6212210014S
105.6808 33.9869 6212210015S
105.6975 34.0103 6212210016S
105.6992 34.0117 6212210017S
105.6581 33.9803 6212210018S
105.6494 33.9875 6212210019S
105.6508 33.9892 6212210020S
105.6842 33.9678 6212210021S
105.6833 33.8856 6212210022S
105.5375 33.8258 6212210023S
81.0714 43.0361 6540261023S
80.2831 43.0364 6540261024S
80.4675 43.0367 6540261025S
80.3222 43.0369 6540261026S
80.3375 43.0375 6540261028S
80.6764 43.0378 6540261029S
117.4117 26.1814 3504030037S
117.5292 26.1003 3504030044S
117.5328 26.1025 3504030043S
117.5392 26.0953 3504030045S
117.6053 26.2344 3504030038S
117.6242 26.2403 3504030023S
117.7169 26.2086 3504030015S
117.4147 26.2878 3504030035S
117.3792 26.2708 3504030036S
117.5122 26.1008 3504030009S
81.3036 43.0336 6540261014S
81.2589 43.0344 6540261017S
81.3347 43.0347 6540261018S
81.1792 43.035 6540261019S
81.2939 43.0333 6540261013S
81.3036 43.0336 6540261014S
81.3008 43.0339 6540261015S
81.2939 43.0333 6540261013S
81.3008 43.0339 6540261015S
113.75 27.7519 3603220313S
113.8206 27.7511 3603220317S
113.8878 27.7497 3603220319S
113.9078 27.7489 3603220324S
113.795 27.7431 3603220326S
113.7869 27.7378 3603220335S
113.9569 27.7389 3603220343S
113.9514 27.7378 3603220347S
113.9528 27.7369 3603220349S
113.9711 27.7367 3603220350S
113.8144 27.7331 3603220351S
114.0325 27.7375 3603220352S
113.9714 27.7356 3603220353S
103.8194 36.1936 6201220059S
103.82 36.1936 6201220060S
103.8203 36.1936 6201220061S
103.8178 36.19 6201220062S
103.7125 36.2553 6201220063S
103.7131 36.2556 6201220064S
103.705 36.2558 6201220065S
103.7117 36.2581 6201220066S
103.7183 36.2533 6201220067S
103.7311 36.2378 6201220068S
103.7325 36.2378 6201220069S
103.7325 36.2381 6201220070S
103.7314 36.2661 6201220071S
103.7194 36.2947 6201220072S
103.7194 36.2956 6201220073S
103.7194 36.2958 6201220074S
103.7194 36.2953 6201220075S
103.7194 36.2936 6201220076S
103.7194 36.2931 6201220077S
103.7194 36.2925 6201220078S
103.7186 36.2922 6201220079S
103.7175 36.2936 6201220080S
103.7192 36.2911 6201220081S
103.7453 36.2647 6201220082S
103.7461 36.2653 6201220083S
103.7461 36.2656 6201220084S
103.7428 36.2664 6201220085S
103.7422 36.2675 6201220086S
103.7428 36.2675 6201220087S
103.755 36.2722 6201220088S
103.7545 36.2717 6201220089S
103.7545 36.2714 6201220090S
103.7547 36.2703 6201220091S
103.7539 36.2694 6201220092S
114.0456 27.5078 3603230125S
114.1472 27.5092 3603230126S
114.0156 27.5025 3603230128S
114.1056 27.4947 3603230133S
114.0403 27.4919 3603230134S
114.11 27.4764 3603230146S
114.1386 27.4753 3603230148S
114.1428 27.4708 3603230150S
113.9775 27.4472 3603230158S
114.0761 27.4389 3603230163S
116.0469 29.6372 3604020002S
116.0508 29.6367 3604020003S
116.0522 29.6419 3604020004S
116.0778 29.645 3604020007S
116.0081 29.6017 3604020010S
115.9581 29.5472 3604020033S
116.3864 29.4233 3604280023S
116.4272 29.4158 3604280024S
116.4869 29.3861 3604280025S
116.3967 29.2789 3604280026S
116.4053 29.3231 3604280027S
116.4522 29.3386 3604280028S
116.2994 29.275 3604280029S
116.3092 29.7969 3604290001S
116.3067 29.7942 3604290002S
116.3861 29.7647 3604290003S
116.3883 29.7589 3604290004S
116.2228 29.7431 3604290005S
116.4006 29.7331 3604290006S
116.3658 29.7203 3604290007S
116.3647 29.7097 3604290008S
116.305 29.6953 3604290009S
116.3678 29.6731 3604290010S
116.3797 29.6322 3604290011S
116.3814 29.5856 3604290012S
116.3819 29.5856 3604290013S
116.3758 29.5728 3604290014S
116.3597 29.5544 3604290015S
116.3764 29.6306 3604290016S
116.6786 30.0136 3604300001S
116.5572 29.9281 3604300002S
116.7078 29.9106 3604300003S
116.8011 29.9158 3604300004S
116.8556 29.9639 3604300005S
116.8567 29.9647 3604300006S
116.8628 29.9108 3604300007S
116.8639 29.975 3604300008S
105.6567 33.6308 6212210024S
105.6203 33.4428 6212210025S
105.6642 33.9689 6212210026S
105.6831 33.9403 6212210027S
105.2667 34 6212250004S
105.2217 33.9678 6212250007S
105.4914 34.0592 6212250009S
105.0867 33.6908 6212250010S
103.7497 35.0028 6229220001S
103.6969 35.3031 6229220002S
103.1042 35.8933 6229230025S
103.6039 35.8936 6229230033S
103.2275 35.8714 6229230035S
103.2833 35.8928 6229230043S
103.2583 35.9444 6229230044S
103.3361 36.1083 6229230050S
103.1683 34.2364 6230240002S
103.1689 34.2364 6230240003S
103.1947 34.1897 6230240004S
103.1678 34.1392 6230240005S
103.9106 34.1253 6230240006S
103.2103 34.0583 6230240007S
103.5022 34.1206 6230240008S
103.5147 34.0972 6230240009S
103.5097 34.0589 6230240010S
103.5783 34.0053 6230240011S
103.8014 33.9403 6230240012S
103.8664 34.0719 6230240013S
103.8692 34.0708 6230240014S
104.0133 33.9911 6230240015S
102.5703 34.1542 6230260001S
114.0108 27.7342 3603220354S
113.9772 27.7228 3603220364S
113.7583 27.7169 3603220365S
113.7581 27.7167 3603220367S
113.7597 27.7056 3603220372S
113.7347 27.6958 3603220375S
114.1914 27.6919 3603230013S
113.9928 27.6828 3603230014S
114.1567 27.675 3603230018S
114.0195 27.665 3603230019S
114.1797 27.6683 3603230020S
114.1806 27.6675 3603230021S
114.1203 27.6581 3603230022S
114.0928 27.6533 3603230023S
114.0917 27.645 3603230024S
114.0172 27.6414 3603230025S
114.1197 27.6339 3603230030S
114.1786 27.6283 3603230032S
114.1686 27.6253 3603230033S
114.065 27.5975 3603230051S
113.8836 27.5472 3603230080S
113.8831 27.5458 3603230081S
114.1033 27.5492 3603230082S
113.8753 27.5422 3603230083S
114.1175 27.5439 3603230086S
114.0836 27.5383 3603230091S
114.0444 27.5372 3603230093S
114.1197 27.5381 3603230095S
114.0897 27.5356 3603230098S
114.1403 27.5247 3603230109S
114.1497 27.5233 3603230110S
114.0278 27.5192 3603230111S
113.9606 27.5156 3603230112S
114.0386 27.5153 3603230114S
113.9842 27.5106 3603230120S
114.0069 27.4928 3603230132S
113.8644 27.4656 3603230149S
114.0683 27.4653 3603230153S
113.9878 27.4583 3603230154S
114.0664 27.4506 3603230156S
114.0017 27.4475 3603230159S
113.8806 27.4233 3603230167S
113.8861 27.4211 3603230168S
116.0644 29.6347 3604020005S
115.9978 29.5897 3604020008S
116.0092 29.6008 3604020012S
116.0161 29.6025 3604020013S
103.7531 36.2689 6201220093S
103.7525 36.2683 6201220094S
103.7533 36.2681 6201220095S
103.7542 36.2711 6201220096S
103.755 36.2703 6201220097S
103.3003 36.2703 6201220098S
103.7553 36.2711 6201220099S
103.7556 36.2722 6201220100S
103.7567 36.2736 6201220101S
103.7575 36.2739 6201220102S
103.7583 36.275 6201220103S
103.7592 36.2764 6201220104S
103.7583 36.2772 6201220105S
103.7575 36.2758 6201220106S
103.7569 36.275 6201220107S
103.7536 36.2753 6201220108S
103.7539 36.275 6201220109S
103.7542 36.2744 6201220110S
103.7547 36.2739 6201220111S
103.7583 36.1714 6201220112S
103.7581 36.1689 6201220113S
103.7569 36.1692 6201220114S
103.7581 36.1672 6201220115S
103.7581 36.1697 6201220116S
103.7583 36.1711 6201220117S
103.7583 36.1717 6201220118S
103.7586 36.1728 6201220119S
103.7583 36.1736 6201220120S
103.7583 36.1736 6201220121S
103.7583 36.1739 6201220122S
103.7581 36.1739 6201220123S
103.7581 36.175 6201220124S
103.7586 36.1733 6201220125S
103.7581 36.1753 6201220126S
116.8667 29.9758 3604300009S
116.4192 29.8572 3604300010S
116.4819 29.7581 3604300011S
116.5506 29.7497 3604300012S
116.4611 29.7022 3604300013S
116.4886 29.6475 3604300014S
116.4911 29.6483 3604300015S
116.5328 29.7122 3604300016S
116.5972 29.6686 3604300017S
116.6197 29.6492 3604300018S
116.6528 29.6703 3604300019S
116.5778 29.6039 3604300020S
116.6097 29.5869 3604300021S
116.6136 29.6361 3604300022S
116.6189 29.6333 3604300023S
116.5464 29.9008 3604300024S
116.8642 29.9744 3604300025S
115.5286 29.8319 3604810001S
115.5339 29.8317 3604810002S
115.5203 29.7264 3604810003S
115.5 29.8147 3604810004S
115.5178 29.8231 3604810005S
115.5203 29.8069 3604810006S
115.5208 29.7533 3604810007S
115.5058 29.7833 3604810008S
115.6508 29.7478 3604810009S
115.2594 29.5169 3604810010S
115.2239 29.5658 3604810011S
115.2225 29.5703 3604810012S
115.295 29.5756 3604810013S
115.3522 29.6375 3604810014S
115.3333 29.545 3604810015S
115.312 29.5247 3604810016S
115.3014 29.5167 3604810017S
115.3028 29.5075 3604810018S
117.1019 27.9292 3606810148S
117.1953 27.9283 3606810149S
117.1486 27.9122 3606810150S
117.1789 27.9114 3606810151S
117.1686 27.9031 3606810155S
117.3664 27.8958 3606810156S
117.1164 27.94 3606810158S
114.8636 25.9194 3607020020S
114.8867 25.9075 3607020022S
114.8928 25.8867 3607020023S
115.0367 25.8497 3607020052S
115.0389 25.8517 3607020053S
102.5764 34.1489 6230260002S
102.5789 34.1506 6230260003S
102.5878 34.135 6230260004S
102.6328 34.1161 6230260005S
101.8097 34.0825 6230260006S
102.7386 34.5842 6230260007S
102.535 34.5717 6230260008S
102.5731 34.5639 6230260009S
102.6011 34.5553 6230260010S
102.6244 34.5403 6230260011S
102.6928 34.5014 6230260012S
102.7083 34.4189 6230260013S
102.7867 34.5256 6230260014S
102.2967 34.5947 6230260015S
102.7336 34.4192 6230260016S
102.8053 34.5506 6230260017S
102.8403 34.59 6230260018S
102.8433 34.5942 6230260019S
102.8747 34.6047 6230260020S
102.4717 34.6456 6230260021S
102.5814 35.1922 6230270002S
102.7444 35.2122 6230270004S
102.6586 35.1944 6230270005S
102.8683 35.3686 6230270009S
102.9069 35.3744 6230270010S
115.6372 28.6994 3601050002S
115.7228 28.7508 3601050003S
115.7325 28.7283 3601050004S
115.6469 28.7456 3601050005S
115.6569 28.715 3601050006S
115.6561 28.7147 3601050007S
117.2836 29.2097 3602020151S
117.2781 29.2244 3602020152S
117.2986 29.2525 3602020153S
117.3108 29.2592 3602020154S
117.3147 29.2639 3602020155S
117.3161 29.2647 3602020156S
115.3225 29.5164 3604810021S
115.3183 29.5133 3604810022S
115.3306 29.5131 3604810023S
115.3569 29.5075 3604810024S
115.3522 29.5056 3604810025S
115.3878 29.5561 3604810026S
115.4294 29.5964 3604810027S
115.4283 29.5622 3604810028S
115.4572 29.4975 3604810029S
115.4253 29.4978 3604810030S
115.4233 29.5072 3604810031S
117.1933 28.1011 3606810036S
117.4144 28.1006 3606810037S
117.3131 28.1 3606810038S
116.0186 29.6025 3604020016S
116.02 29.6161 3604020017S
117.0583 28.1003 3606810039S
117.3106 28.0997 3606810040S
117.3211 28.0967 3606810041S
117.3231 28.0944 3606810042S
117.1047 28.0933 3606810043S
117.1061 28.0933 3606810044S
117.3822 28.0928 3606810045S
117.1078 28.0925 3606810046S
117.1008 28.0906 3606810047S
117.4175 28.0897 3606810048S
117.1794 28.09 3606810049S
117.1 28.0892 3606810050S
117.275 28.0886 3606810051S
117.4 28.0872 3606810052S
117.0797 28.0861 3606810053S
117.2931 28.0853 3606810054S
117.1347 28.085 3606810055S
117.1483 28.0825 3606810056S
117.13 28.0761 3606810057S
117.4272 28.0747 3606810058S
117.3697 28.0731 3606810059S
117.1297 28.0731 3606810060S
117.3681 28.0725 3606810061S
117.0603 28.0728 3606810062S
117.3942 28.0722 3606810063S
117.1314 28.0725 3606810064S
117.0753 28.0706 3606810065S
117.262 28.0703 3606810066S
117.1175 28.0692 3606810067S
117.1164 28.0689 3606810068S
117.1242 28.0683 3606810069S
81.9242 44.3647 6540231021S
103.7581 36.1758 6201220127S
103.7567 36.1794 6201220128S
103.7367 36.18 6201220129S
103.7481 36.1828 6201220130S
103.7444 36.185 6201220131S
103.7433 36.1861 6201220132S
103.7417 36.1872 6201220133S
103.7414 36.1875 6201220134S
103.7408 36.1881 6201220135S
103.7408 36.1883 6201220136S
103.7383 36.185 6201220137S
103.7381 36.185 6201220138S
103.7381 36.1856 6201220139S
103.7542 36.1872 6201220140S
103.7533 36.1892 6201220141S
103.7525 36.1897 6201220142S
103.7545 36.1911 6201220143S
103.7536 36.1906 6201220144S
103.7522 36.1911 6201220145S
103.7519 36.1919 6201220146S
103.7392 36.2142 6201220147S
103.7389 36.2164 6201220148S
103.7372 36.2181 6201220149S
103.7372 36.2183 6201220150S
103.7367 36.2183 6201220151S
103.7353 36.2197 6201220152S
103.7369 36.2181 6201220153S
103.7383 36.2175 6201220154S
103.7386 36.2167 6201220155S
103.7528 36.19 6201220156S
103.7583 36.1714 6201220157S
103.7414 36.1392 6201220158S
103.7417 36.1386 6201220159S
114.9736 25.8072 3607020056S
115.0456 25.8186 3607020083S
115.0533 25.7989 3607020084S
114.842 26.0886 3607210019S
114.845 26.0897 3607210020S
114.8708 26.0931 3607210021S
114.9114 26.1411 3607210022S
114.9144 26.1342 3607210023S
114.9308 26.1142 3607210024S
114.9542 26.1897 3607210025S
114.96 26.1122 3607210026S
114.9714 26.1881 3607210027S
114.9792 26.1628 3607210028S
114.9803 26.1097 3607210029S
114.9803 26.1903 3607210030S
114.9808 26.19 3607210031S
114.9847 26.1392 3607210032S
114.9919 26.1297 3607210033S
114.9922 26.1408 3607210034S
114.9931 26.11 3607210035S
115.0214 26.1233 3607210036S
115.0264 26.1317 3607210037S
115.0264 26.1322 3607210038S
115.0272 26.1308 3607210039S
115.0275 26.1319 3607210040S
115.0278 26.1292 3607210041S
115.0289 26.1261 3607210042S
115.0295 26.1286 3607210043S
115.0319 26.1189 3607210044S
115.0333 26.1558 3607210045S
115.0333 26.155 3607210046S
115.0375 26.1417 3607210047S
114.9181 26.0869 3607210048S
114.92 26.0881 3607210049S
114.9425 26.0975 3607210050S
114.9431 26.0958 3607210051S
114.9714 26.1019 3607210052S
114.9739 26.0925 3607210053S
114.9742 26.1011 3607210054S
114.9767 26.1011 3607210055S
114.9803 26.0631 3607210056S
115.0422 26.0961 3607210057S
115.0489 26.04 3607210058S
115.1031 26.2397 3607210059S
115.1039 26.2272 3607210060S
115.1122 26.2556 3607210061S
115.1122 26.2556 3607210062S
117.1592 29.4142 3602020157S
117.0828 29.3683 3602020158S
117.0608 29.3664 3602020159S
117.0995 29.4717 3602020160S
117.0897 29.5094 3602020161S
117.0839 29.5456 3602020162S
117.0789 29.5492 3602020163S
117.0675 29.5592 3602020164S
117.0778 29.5753 3602020165S
117.0761 29.5919 3602020166S
117.0808 29.5947 3602020167S
117.0872 29.6028 3602020168S
117.0731 29.6181 3602020169S
117.3667 29.2833 3602020170S
117.3669 29.2833 3602020171S
117.0867 29.5528 3602020172S
117.062 29.0625 3602810001S
117.1189 29.0831 3602810002S
117.1497 29.1044 3602810003S
117.1731 29.1181 3602810004S
117.1803 29.0406 3602810005S
117.3278 29.1503 3602810006S
117.3306 29.1753 3602810007S
117.3619 29.1247 3602810008S
117.3408 29.0972 3602810009S
117.3467 29.0828 3602810010S
117.3661 29.0931 3602810011S
117.3806 29.0992 3602810012S
117.3753 29.1356 3602810013S
117.3747 29.1344 3602810014S
117.3803 29.1375 3602810015S
117.0833 29.0092 3602810016S
117.1944 28.9983 3602810017S
117.1969 29.0008 3602810018S
117.2264 28.9692 3602810019S
117.2828 28.9414 3602810020S
117.2986 29.0353 3602810021S
117.3556 29.0756 3602810022S
117.4122 29.0656 3602810023S
117.3775 28.9686 3602810024S
117.4092 29.1156 3602810025S
117.4828 29.16 3602810026S
117.4817 29.1581 3602810027S
117.4847 29.1486 3602810028S
117.4844 29.1464 3602810029S
117.4717 29.1408 3602810030S
113.8178 27.4344 3603130029S
104.4878 30.6878 5101130025S
104.4628 30.6908 5101130029S
104.4728 30.6669 5101130030S
104.4258 30.695 5101130032S
117.3669 28.0669 3606810070S
117.1169 28.0664 3606810071S
117.1308 28.0661 3606810072S
117.3431 28.0656 3606810073S
117.3431 28.0644 3606810074S
117.3542 28.0619 3606810075S
117.3617 28.0608 3606810076S
117.4089 28.0572 3606810077S
117.2425 28.0575 3606810078S
117.1075 28.0569 3606810079S
117.4089 28.0564 3606810080S
117.1064 28.0567 3606810081S
117.4069 28.0558 3606810082S
117.4144 28.055 3606810083S
117.4144 28.0536 3606810084S
117.4117 28.0528 3606810085S
117.4139 28.0522 3606810086S
117.4175 28.0508 3606810087S
117.1194 28.0497 3606810088S
117.2453 28.0483 3606810089S
117.2422 28.0464 3606810090S
117.3633 28.0461 3606810091S
117.2992 28.0458 3606810092S
117.3061 28.0453 3606810093S
117.3014 28.0447 3606810094S
117.3067 28.0425 3606810095S
117.3531 28.0419 3606810096S
117.3436 28.0417 3606810097S
117.3483 28.0411 3606810098S
117.3444 28.0397 3606810099S
117.3345 28.0389 3606810100S
117.3106 28.0364 3606810101S
117.1989 28.0361 3606810102S
117.3808 28.0333 3606810103S
117.3797 28.0325 3606810104S
117.1367 28.0314 3606810105S
117.3758 28.0294 3606810106S
117.1253 28.03 3606810107S
117.372 28.0286 3606810108S
117.3747 28.0281 3606810109S
117.2989 28.0272 3606810110S
103.7419 36.1381 6201220160S
103.7433 36.1369 6201220161S
103.7428 36.1369 6201220162S
103.7444 36.1353 6201220163S
103.7447 36.1353 6201220164S
103.7478 36.1356 6201220165S
103.7486 36.1381 6201220166S
103.7489 36.1389 6201220167S
103.7481 36.1361 6201220168S
103.7461 36.1336 6201220169S
103.7458 36.1333 6201220170S
103.7808 36.175 6201220171S
103.7811 36.1747 6201220172S
103.7811 36.1747 6201220173S
103.78 36.1742 6201220174S
103.7803 36.1733 6201220175S
103.7806 36.1733 6201220176S
103.7806 36.1725 6201220177S
103.7808 36.1719 6201220178S
103.7814 36.1544 6201220179S
103.7819 36.1539 6201220180S
103.7917 36.1519 6201220181S
103.7928 36.1508 6201220182S
103.8161 36.2083 6201220183S
103.8164 36.2083 6201220184S
103.8161 36.2086 6201220185S
103.8147 36.2089 6201220186S
103.8139 36.2103 6201220187S
103.8136 36.2106 6201220188S
103.8139 36.2125 6201220189S
103.8147 36.2131 6201220190S
103.8136 36.2117 6201220191S
103.8131 36.2122 6201220192S
103.8125 36.2125 6201220193S
115.1192 26.2383 3607210063S
115.1194 26.2381 3607210064S
115.1278 26.2497 3607210065S
115.1283 26.25 3607210066S
115.1286 26.2503 3607210067S
115.1286 26.2672 3607210068S
115.1308 26.2519 3607210069S
115.1314 26.2525 3607210070S
115.1317 26.2508 3607210071S
115.1339 26.2528 3607210072S
115.1431 26.2378 3607210073S
